Game_number,Result,Avg_team_Age,Match_light_type,Match_format,Bowlers_in_team,Wicket_keeper_in_team,All_rounder_in_team,First_selection,Opponent,Season,Audience_number,Offshore,Max_run_scored_1over,Max_wicket_taken_1over,Extra_bowls_bowled,Min_run_given_1over,Min_run_scored_1over,Max_run_given_1over,extra_bowls_opponent,player_highest_run,Players_scored_zero,player_highest_wicket
Game_971,Win,30,Day,T20,3,1,2,Bowling,South Africa,Rainy,58744,No,16,3,10,0,3,10,7,49,4,3
Game_972,Win,30,Day,ODI,3,1,4,Bowling,England,Rainy,55783,Yes,14,3,28,4,3,6,4,39,2,3
Game_973,Win,30,Day,ODI,2,1,1,Bowling,Kenya,Rainy,18578,No,21,4,8,3,2,6,2,69,3,1
Game_974,Win,30,Day,ODI,2,1,4,Batting,Bangladesh,Rainy,115885,No,13,4,31,2,1,6,2,30,3,4
Game_975,Win,30,Day and Night,ODI,2,1,1,Batting,Kenya,Winter,31892,No,11,2,19,3,3,6,4,92,3,2
Game_976,Win,50,Day,ODI,3,1,3,Batting,England,Summer,42637,No,20,3,11,2,3,6,4,43,1,2
Game_977,Win,30,Day,ODI,3,1,1,Batting,Bangladesh,Rainy,136962,No,11,4,33,5,1,29,8,41,3,5
Game_978,Win,30,Day,ODI,3,1,3,Batting,England,Winter,33670,No,14,3,19,5,2,10,7,87,3,2
Game_979,Win,30,Day and Night,ODI,4,1,4,Batting,Pakistan,Rainy,31661,No,11,4,7,4,4,6,5,88,2,2
Game_980,Loss,30,Day and Night,T20,2,1,4,Batting,Zimbabwe,Winter,16457,No,16,4,3,0,2,6,2,33,1,1
Game_981,Win,30,Day and Night,ODI,2,1,4,Bowling,Srilanka,Rainy,11914,Yes,23,3,1,3,3,6,0,42,3,1
Game_982,Win,30,Day,T20,4,1,3,Batting,Bangladesh,Rainy,126287,,14,4,21,0,3,20,15,79,3,5
Game_983,Win,30,Night,ODI,3,1,3,Bowling,Srilanka,Rainy,14679,No,15,3,9,3,1,6,3,53,3,1
Game_984,Win,30,Night,T20,4,1,3,Batting,South Africa,Rainy,58884,No,11,3,10,0,3,9,8,69,3,3
Game_985,Win,30,Day,T20,3,1,1,Bowling,Bangladesh,Winter,98826,No,12,3,32,0,2,6,0,56,2,4
Game_986,Win,,Day,ODI,,1,2,Bowling,Bangladesh,Rainy,119322,No,15,2,28,2,3,27,10,88,2,4
Game_987,Win,30,Night,ODI,3,1,3,Batting,Srilanka,Summer,17948,No,14,3,12,2,2,11,7,49,3,1
Game_988,Win,30,,T20,3,1,3,Batting,South Africa,Rainy,71862,No,19,4,22,0,4,18,13,80,2,3
Game_989,Win,30,Day,ODI,2,1,1,Batting,England,Winter,35490,No,13,3,20,2,3,6,0,65,3,2
Game_990,Win,30,Day,ODI,3,1,1,Bowling,West Indies,Rainy,125027,No,13,3,26,2,1,6,2,51,3,4
Game_991,Win,30,Day,ODI,3,1,4,Bowling,Srilanka,Summer,29610,No,15,3,,2,3,6,4,46,1,1
Game_992,Win,30,Day,ODI,4,1,3,Batting,Srilanka,Summer,26460,No,11,3,19,3,3,6,0,42,3,2
Game_993,Win,30,Day,ODI,4,1,4,Bowling,Kenya,Winter,,No,12,3,14,3,3,7,3,62,2,1
Game_994,Win,30,Day,T20,3,1,3,Batting,South Africa,Rainy,63497,Yes,19,3,15,0,3,6,2,94,2,3
Game_995,Win,30,Day,ODI,1,1,3,Bowling,England,Winter,74536,No,25,4,13,6,4,13,8,33,3,3
Game_996,Loss,30,Day,ODI,1,1,2,Bowling,Bangladesh,Rainy,95270,Yes,12,4,15,2,4,7,6,56,3,3
Game_997,Loss,30,Day,ODI,1,1,1,Bowling,Srilanka,Winter,23856,No,13,1,8,2,3,6,3,38,1,1
Game_998,Win,30,Day,T20,1,1,4,Bowling,Zimbabwe,Summer,20881,No,14,1,4,0,3,6,2,57,3,1
Game_999,Win,30,Day,ODI,3,1,4,Bowling,Pakistan,Rainy,53424,Yes,12,3,10,2,3,8,7,72,3,3
Game_1000,Loss,30,Day and Night,ODI,3,1,1,Bowling,Pakistan,Rainy,68768,No,12,1,12,2,3,6,0,66,3,3
Game_1001,Loss,30,Day and Night,Test,3,1,2,Batting,Australia,Winter,69650,Yes,15,3,11,2,3,6,2,43,3,3
Game_1002,Win,30,Day and Night,ODI,2,1,2,Bowling,Srilanka,Rainy,14651,No,17,4,8,4,3,6,2,97,3,1
Game_1003,Win,30,Night,T20,4,1,2,Bowling,South Africa,Summer,69860,No,14,4,10,0,2,10,3,32,3,3
Game_1004,Win,30,Day,T20,5,1,2,Batting,South Africa,Rainy,28357,No,14,1,14,0,3,9,7,37,3,2
Game_1005,Win,30,Day,T20,5,1,1,Batting,Bangladesh,Summer,117845,No,23,4,37,0,3,10,9,83,3,4
Game_1006,Win,30,Night,T20,2,1,4,Bowling,South Africa,Summer,43610,,14,4,16,0,3,14,3,56,3,2
Game_1007,Win,30,Day,T20,3,1,2,Bowling,South Africa,Rainy,33019,No,11,3,15,0,3,11,9,85,3,2
Game_1008,Win,30,Day,ODI,3,1,2,Batting,England,,92659,No,15,3,22,3,3,20,6,75,3,4
Game_1009,Win,30,Day and Night,ODI,1,1,3,Batting,Srilanka,Rainy,26285,No,11,1,8,3,3,8,3,48,3,1
Game_1010,Win,,Day,T20,,1,2,Bowling,South Africa,Summer,46074,Yes,13,3,10,0,4,6,5,77,3,2
Game_1011,Win,30,Day,ODI,3,1,4,Bowling,England,Rainy,51842,Yes,21,4,10,5,2,10,9,56,3,3
Game_1012,Win,30,Day,T20,3,1,4,Bowling,South Africa,Rainy,33635,No,19,2,9,0,4,8,7,61,3,2
Game_1013,Win,30,Day,ODI,5,1,1,Batting,West Indies,Winter,113288,No,19,3,10,2,3,6,1,95,4,4
Game_1014,Win,30,Day,T20,3,1,,Bowling,Bangladesh,Winter,80899,No,21,3,10,0,2,6,4,44,2,3
Game_1015,Win,30,Night,T20,3,1,3,Bowling,South Africa,Winter,76524,No,15,3,20,0,3,6,0,58,1,3
Game_1016,Win,30,Night,ODI,4,1,1,Batting,Pakistan,Summer,47677,Yes,17,1,10,3,3,8,7,62,2,2
Game_1017,Win,30,Day,T20,3,1,1,Batting,South Africa,Summer,34013,No,16,4,5,0,3,6,4,80,3,2
Game_1018,Win,30,Day,T20,4,1,4,Bowling,South Africa,Summer,37359,No,12,4,10,0,3,10,7,74,4,2
Game_1019,Win,30,Day,ODI,3,1,2,Batting,England,Summer,52437,No,17,4,12,3,4,6,5,59,3,3
Game_1020,Win,30,Day and Night,ODI,1,1,1,Batting,Pakistan,Rainy,73689,No,11,4,28,3,2,6,2,86,3,3
Game_1021,Win,30,Day,T20,5,1,2,Batting,Bangladesh,Rainy,116165,No,16,2,22,0,3,18,16,91,3,4
Game_1022,Win,30,Night,,4,1,1,Bowling,South Africa,Winter,61838,No,13,4,9,6,3,9,5,69,3,3
Game_1023,Win,30,Day,ODI,2,1,4,Bowling,Kenya,Winter,39039,Yes,12,2,18,3,3,10,9,78,3,2
Game_1024,Loss,30,Night,T20,4,1,4,Bowling,South Africa,Rainy,32949,No,12,4,6,0,3,6,2,60,4,2
Game_1025,Win,30,Day,ODI,3,1,3,Batting,Pakistan,Rainy,68768,No,19,3,18,4,3,6,0,76,3,2
Game_1026,Win,30,Day,ODI,4,1,2,Batting,England,Rainy,45129,No,12,2,8,2,2,6,5,65,3,2
Game_1027,Win,30,Day,ODI,4,1,4,Bowling,West Indies,Winter,136514,Yes,17,3,31,5,3,31,9,58,2,5
Game_1028,Win,30,Day and Night,Test,3,1,1,Bowling,Bangladesh,Rainy,127400,No,11,3,32,2,3,32,5,99,3,5
Game_1029,Loss,30,Day and Night,T20,4,1,2,Bowling,Zimbabwe,Rainy,14231,No,18,3,1,0,4,6,0,74,2,1
Game_1030,Win,30,Day,ODI,2,1,2,Bowling,Kenya,Rainy,25354,,13,4,6,3,3,6,5,83,2,1
Game_1031,Loss,30,Day,T20,4,1,2,Bowling,South Africa,Winter,29631,No,17,3,9,0,1,6,1,46,3,2
Game_1032,Win,30,Day,ODI,2,1,1,Bowling,Srilanka,,25767,No,14,4,9,3,3,6,2,54,2,2
Game_1033,Win,30,Day,T20,4,1,1,Bowling,South Africa,Winter,38220,No,22,4,13,0,4,7,7,66,4,2
Game_1034,Win,,Day,T20,3,1,4,Bowling,South Africa,Rainy,67214,Yes,11,3,17,0,2,6,0,75,3,2
Game_1035,Win,30,Day,ODI,4,1,3,Batting,Pakistan,Rainy,28623,No,13,2,10,4,3,10,2,81,3,2
Game_1036,Win,30,Day,ODI,4,1,2,Bowling,West Indies,Winter,116389,Yes,14,3,21,3,2,6,0,50,2,4
Game_1037,Win,30,Day,ODI,1,1,3,Batting,Kenya,Summer,18333,No,17,4,8,3,2,6,0,43,3,1
Game_1038,Win,30,Day and Night,ODI,5,1,4,Bowling,Srilanka,Winter,39753,Yes,13,2,10,3,3,8,7,72,3,2
Game_1039,Win,30,Day,ODI,4,1,4,Batting,Bangladesh,Rainy,107814,No,11,1,,3,1,6,2,40,2,4
Game_1040,Win,30,Day,Test,4,1,1,Batting,Australia,Summer,41895,No,11,2,10,1,4,6,2,50,2,2
Game_1041,Win,30,Day,T20,3,1,3,Batting,Zimbabwe,Winter,18053,Yes,18,4,8,0,3,8,2,31,3,1
Game_1042,Win,30,Day,ODI,4,1,4,Bowling,Bangladesh,Rainy,136591,Yes,12,1,26,2,4,6,2,35,3,5
Game_1043,Win,30,Day,T20,4,1,3,Bowling,South Africa,Winter,49728,No,12,4,6,0,3,6,0,39,3,2
Game_1044,Win,30,Day,ODI,4,1,1,Batting,Kenya,Rainy,44254,Yes,12,4,6,2,2,6,4,92,3,2
Game_1045,Win,30,Day and Night,ODI,3,1,3,Batting,Kenya,Winter,14581,No,20,3,1,2,3,6,0,71,3,1
Game_1046,Win,30,Day,,1,1,4,Batting,South Africa,Summer,58667,No,20,4,18,2,4,14,7,34,3,2
Game_1047,Win,30,Day,ODI,5,1,2,Bowling,Kenya,Rainy,18837,No,12,4,10,4,2,10,9,42,3,1
Game_1048,Loss,30,Day and Night,T20,4,1,1,Batting,South Africa,Rainy,30002,No,14,4,5,0,3,6,1,100,3,2
Game_1049,Win,30,Day,ODI,3,1,3,Bowling,England,Rainy,66038,No,15,3,10,2,3,10,7,36,3,3
Game_1050,Win,30,Day,ODI,4,1,2,Bowling,Kenya,Summer,46522,No,13,2,17,3,3,17,11,82,1,2
Game_1051,Win,30,Day and Night,ODI,3,1,3,Bowling,Pakistan,Winter,54075,No,23,3,15,2,1,13,11,30,3,2
Game_1052,Win,30,Day,Test,4,1,3,Bowling,Australia,Rainy,75075,No,15,3,16,1,4,9,7,88,3,3
Game_1053,Win,30,Day,ODI,2,1,2,Bowling,England,Winter,61929,Yes,11,3,13,2,3,6,2,48,2,2
Game_1054,Loss,30,Day and Night,ODI,3,1,1,Bowling,Kenya,Summer,23436,,11,1,10,3,3,10,8,70,3,1
Game_1055,Win,30,Night,ODI,3,1,3,Bowling,Srilanka,Rainy,8967,No,18,3,1,3,3,6,0,41,2,1
Game_1056,Win,30,Day,T20,4,1,4,Batting,South Africa,Summer,28196,No,20,1,8,0,3,7,7,46,2,2
Game_1057,Win,30,Day,T20,1,1,2,Bowling,South Africa,Rainy,56840,No,12,4,12,0,3,6,2,56,4,2
Game_1058,Win,,Day,ODI,2,1,4,Bowling,Kenya,Summer,32760,No,17,1,4,2,3,6,0,80,4,1
Game_1059,Win,30,Day,ODI,1,1,4,Bowling,Srilanka,Rainy,22547,Yes,11,3,20,3,3,20,8,74,4,1
Game_1060,Win,30,Day,ODI,3,1,4,Batting,Pakistan,Summer,60347,No,14,2,9,3,4,8,7,46,2,3
Game_1061,Win,30,Day,ODI,4,1,4,Batting,Pakistan,Summer,31871,No,11,1,20,4,3,20,7,80,2,2
Game_1062,Win,30,Day,T20,3,1,,Bowling,South Africa,Summer,37772,No,12,4,10,0,2,10,7,55,3,2
Game_1063,Loss,30,Day and Night,T20,2,1,2,Bowling,South Africa,Rainy,47572,Yes,14,1,,0,3,6,3,50,3,2
Game_1064,Win,30,Day,ODI,4,1,2,Batting,Pakistan,Summer,53375,No,13,3,10,4,2,9,7,33,4,2
Game_1065,Win,30,Day,ODI,2,1,3,Batting,West Indies,Summer,,No,15,4,10,6,3,7,7,39,3,3
Game_1066,Win,30,Day,T20,4,1,4,Bowling,South Africa,Summer,34720,No,12,4,20,0,3,7,7,42,3,2
Game_1067,Win,30,Day and Night,T20,4,1,4,Bowling,South Africa,Rainy,73325,Yes,21,3,20,0,3,18,13,48,2,3
Game_1068,Win,30,Day,ODI,3,1,3,Bowling,West Indies,Rainy,103698,No,19,3,32,3,3,6,1,59,4,4
Game_1069,Win,30,Day,Test,4,1,2,Bowling,Bangladesh,Winter,133987,No,15,2,23,2,2,21,6,73,2,5
Game_1070,Win,30,Day,,4,1,1,Bowling,South Africa,Summer,37835,No,14,4,10,1,3,6,2,84,3,2
Game_1071,Win,30,Day,Test,3,1,4,Bowling,Bangladesh,Rainy,134323,No,12,2,22,3,3,22,7,59,2,5
Game_1072,Win,30,Day,T20,4,1,4,Bowling,Zimbabwe,Rainy,27125,No,15,4,4,0,3,6,2,54,3,1
Game_1073,Win,30,Night,ODI,3,1,1,Batting,West Indies,Rainy,81991,No,14,1,10,2,3,8,7,63,4,3
Game_1074,Win,30,Day,ODI,3,1,3,Batting,England,Summer,55027,Yes,14,4,10,4,4,6,0,81,3,3
Game_1075,Win,30,Night,ODI,3,1,1,Bowling,Srilanka,Summer,25956,No,14,3,9,5,3,6,2,49,1,1
Game_1076,Win,30,Day and Night,T20,3,1,4,Batting,South Africa,Winter,96390,Yes,12,4,28,0,2,22,2,49,3,4
Game_1077,Win,30,Day,T20,5,1,3,Bowling,South Africa,Winter,37128,No,23,4,10,0,2,8,7,99,3,2
Game_1078,Loss,30,Day and Night,ODI,3,1,3,Bowling,Kenya,Winter,19313,,12,4,7,2,3,6,2,57,4,1
Game_1079,Win,30,Day and Night,T20,3,1,4,Bowling,South Africa,Rainy,47628,No,18,3,7,0,3,6,2,47,2,2
Game_1080,Win,30,Day,ODI,2,1,2,Batting,Pakistan,,42994,No,11,4,10,2,3,6,1,96,3,2
Game_1081,Win,30,Day,Test,3,1,3,Batting,Australia,Rainy,44723,No,15,3,12,3,1,8,3,44,4,2
Game_1082,Win,,Day,ODI,3,1,3,Bowling,Pakistan,Rainy,77721,No,11,3,30,1,2,10,7,81,3,4
Game_1083,Win,30,Day,ODI,1,1,4,Batting,Kenya,Summer,16394,Yes,20,4,5,2,2,6,2,86,2,1
Game_1084,Win,30,Day,ODI,3,1,4,Bowling,Srilanka,Summer,17150,No,17,4,19,4,3,6,2,86,3,2
Game_1085,Win,30,Night,ODI,4,1,4,Batting,Pakistan,Winter,35651,No,11,1,16,2,4,6,0,61,3,2
Game_1086,Win,30,Day and Night,ODI,4,1,,Bowling,Srilanka,Rainy,37163,No,15,4,10,2,3,10,8,80,3,2
Game_1087,Win,30,Day,ODI,5,1,4,Bowling,Kenya,Rainy,21399,Yes,13,2,,0,1,6,0,92,3,1
Game_1088,Win,30,Day,ODI,5,1,2,Batting,England,Winter,35847,No,14,3,7,3,3,6,0,32,3,2
Game_1089,Win,30,Day,T20,4,1,3,Bowling,Bangladesh,Rainy,,No,11,1,34,0,4,34,6,31,2,4
Game_1090,Loss,30,Day,ODI,4,1,4,Bowling,Kenya,Summer,18802,Yes,13,3,10,2,2,10,9,63,3,1
Game_1091,Win,30,Day,T20,2,1,2,Bowling,Zimbabwe,Summer,46424,No,13,1,9,0,3,8,7,46,1,2
Game_1092,Loss,30,Day and Night,T20,2,1,2,Batting,South Africa,Summer,44779,Yes,12,4,8,0,3,6,4,77,4,2
Game_1093,Win,30,Day,T20,3,1,4,Bowling,South Africa,Summer,43918,No,22,3,6,0,3,6,5,60,3,2
Game_1094,Loss,30,Day,,3,1,4,Bowling,Bangladesh,Rainy,139013,Yes,13,4,24,2,3,6,2,78,3,5
Game_1095,Win,30,Night,T20,4,1,1,Bowling,South Africa,Summer,53109,No,15,2,10,0,3,10,7,76,2,3
Game_1096,Win,30,Night,ODI,4,1,4,Bowling,Kenya,Rainy,29806,No,18,1,5,3,3,6,3,41,3,1
Game_1097,Win,30,Day,ODI,4,1,2,Batting,Kenya,Summer,22960,No,16,3,10,2,3,6,2,72,4,1
Game_1098,Win,30,Day,ODI,4,1,4,Batting,England,Winter,38395,Yes,11,2,9,4,3,6,3,95,3,2
Game_1099,Win,30,Day,ODI,1,1,4,Batting,Kenya,Winter,19474,Yes,13,2,6,3,2,6,3,82,3,1
Game_1100,Win,30,Day and Night,ODI,4,1,1,Batting,England,Summer,41860,Yes,12,4,17,2,3,15,7,75,4,2
Game_1101,Win,30,Day,ODI,4,1,3,Batting,Kenya,Summer,30667,No,11,3,6,3,3,6,5,86,2,1
Game_1102,Win,30,Day,T20,4,1,1,Batting,Zimbabwe,Rainy,18004,,16,2,3,0,2,6,2,72,3,1
Game_1103,Win,30,Day,ODI,3,1,4,Bowling,Srilanka,Rainy,26831,No,21,3,7,2,3,6,2,38,1,1
Game_1104,Win,30,Day and Night,ODI,2,1,3,Batting,Pakistan,,29708,No,24,4,8,2,3,8,7,38,4,2
Game_1105,Win,30,Day,T20,2,1,3,Batting,South Africa,Rainy,45500,No,17,2,6,0,3,6,2,93,3,2
Game_1106,Win,30,Day and Night,ODI,,1,2,Bowling,Bangladesh,Winter,129010,No,13,2,24,4,2,24,7,66,3,5
Game_1107,Win,30,Day,ODI,4,1,4,Batting,Srilanka,Rainy,22043,No,20,2,9,3,3,6,2,82,3,2
Game_1108,Win,30,Day,ODI,3,1,3,Bowling,West Indies,Rainy,123473,No,16,4,30,3,3,6,3,64,3,4
Game_1109,Win,30,Day,ODI,3,1,3,Bowling,West Indies,Rainy,81837,No,11,4,14,3,4,13,9,49,3,3
Game_1110,Loss,30,Day,T20,3,1,,Batting,South Africa,Summer,37268,No,15,3,6,0,3,6,2,69,3,2
Game_1111,Win,30,Day,ODI,2,1,3,Batting,Bangladesh,Rainy,117264,Yes,11,3,,3,2,26,14,33,3,4
Game_1112,Win,30,Day,ODI,3,1,3,Batting,England,Rainy,36596,No,15,1,10,2,3,9,7,35,3,2
Game_1113,Loss,30,Day,ODI,4,1,4,Bowling,West Indies,Summer,,Yes,12,4,40,2,3,31,15,31,3,5
Game_1114,Win,30,Day,ODI,4,1,4,Batting,Kenya,Summer,17542,No,13,3,7,0,3,6,2,40,4,1
Game_1115,Win,30,Day,ODI,2,1,4,Batting,England,Rainy,42434,Yes,13,4,8,4,3,6,3,43,2,2
Game_1116,Win,30,Day,Test,3,1,3,Bowling,Australia,Rainy,15001,No,13,2,8,2,3,6,2,36,3,1
Game_1117,Win,30,Day,ODI,3,1,3,Batting,England,Rainy,43134,No,12,3,14,3,3,14,13,98,2,2
Game_1118,Win,30,Day and Night,,4,1,1,Bowling,Srilanka,Summer,35658,No,14,4,10,6,3,6,0,51,2,2
Game_1119,Win,30,Day,ODI,3,1,3,Batting,England,Summer,48139,Yes,24,2,12,4,2,6,0,52,2,2
Game_1120,Win,30,Day,ODI,3,1,2,Batting,Kenya,Summer,15918,No,14,4,1,3,3,6,0,95,2,1
Game_1121,Win,30,Day,ODI,3,1,2,Bowling,England,Rainy,31038,No,13,4,10,3,2,9,8,98,3,2
Game_1122,Win,30,Day and Night,ODI,3,1,1,Bowling,Pakistan,Winter,44016,No,15,3,13,3,2,6,3,45,2,2
Game_1123,Win,30,Day and Night,ODI,4,1,3,Batting,Kenya,Summer,17871,No,16,3,6,3,3,6,2,100,2,1
Game_1124,Loss,30,Day,T20,3,1,3,Batting,South Africa,Rainy,53578,No,18,1,9,0,4,9,8,43,3,3
Game_1125,Loss,30,Day,T20,1,1,3,Bowling,South Africa,Summer,36120,No,16,3,12,0,2,9,7,37,3,2
Game_1126,Win,30,Day,ODI,2,1,2,Bowling,West Indies,Rainy,120113,,24,3,22,3,3,6,1,94,3,4
Game_1127,Win,30,Day,ODI,3,1,3,Bowling,England,Summer,71547,No,21,2,17,3,4,8,5,59,3,3
Game_1128,Win,30,Day,Test,2,1,3,Bowling,Australia,,26159,No,19,3,4,1,1,6,2,88,3,1
Game_1129,Win,30,Day,T20,4,1,1,Batting,Bangladesh,Rainy,114149,No,14,3,29,0,2,20,6,66,3,4
Game_1130,Win,30,Day,ODI,,1,4,Bowling,Pakistan,Summer,41531,No,12,4,10,2,2,6,2,50,3,2
Game_1131,Win,30,Day,T20,3,1,1,Bowling,South Africa,Winter,28259,No,22,1,9,0,3,9,8,48,4,2
Game_1132,Win,30,Day,ODI,1,1,3,Batting,Kenya,Summer,17913,No,11,4,6,3,2,6,5,53,2,1
Game_1133,Win,30,Day,T20,2,1,2,Bowling,South Africa,Rainy,43407,Yes,14,4,18,0,2,18,14,56,3,2
Game_1134,Win,30,Day,T20,4,1,2,Bowling,South Africa,Winter,30821,No,11,3,8,0,2,6,2,73,3,2
Game_1135,Win,30,Day and Night,ODI,4,1,2,Bowling,Kenya,Winter,26327,No,12,2,,3,2,6,4,75,2,1
Game_1136,Win,30,Day,T20,2,1,1,Batting,South Africa,Rainy,76538,Yes,18,4,35,0,3,6,2,78,2,3
Game_1137,Win,30,Day,T20,3,1,4,Bowling,South Africa,Winter,,Yes,12,3,18,0,3,6,4,74,3,3
Game_1138,Win,30,Day,ODI,2,1,3,Batting,Kenya,Rainy,36225,No,12,3,9,3,2,6,3,91,4,2
Game_1139,Win,30,Day and Night,ODI,4,1,3,Batting,England,Rainy,96782,No,22,3,31,3,3,9,8,81,2,4
Game_1140,Win,30,Day,T20,4,1,4,Bowling,South Africa,Winter,44338,No,19,4,9,0,3,6,0,66,2,2
Game_1141,Win,30,Day,ODI,4,1,1,Bowling,Srilanka,Rainy,19726,Yes,24,3,10,2,2,6,2,62,4,1
Game_1142,Win,30,Day and Night,,1,1,2,Bowling,Kenya,Summer,17605,Yes,14,4,8,2,3,6,1,35,3,1
Game_1143,Win,30,Day,Test,3,1,1,Bowling,Australia,Rainy,16394,No,21,3,6,3,3,6,4,77,2,1
Game_1144,Win,30,Day,ODI,3,1,4,Batting,England,Rainy,74795,Yes,20,2,17,2,3,17,14,66,2,3
Game_1145,Loss,30,Day and Night,ODI,4,1,4,Batting,Kenya,Winter,14154,Yes,19,1,10,3,2,10,2,96,3,1
Game_1146,Win,30,Night,ODI,3,1,4,Bowling,Srilanka,Winter,16198,No,12,2,4,2,3,6,0,61,3,1
Game_1147,Win,30,Day,ODI,3,1,3,Batting,Kenya,Rainy,25060,No,16,2,7,2,3,6,2,36,3,1
Game_1148,Win,30,Day and Night,T20,2,1,2,Bowling,South Africa,Rainy,45668,No,14,4,10,0,3,10,8,48,3,2
Game_1149,Win,30,Day,T20,3,1,2,Bowling,Zimbabwe,Rainy,20293,No,19,4,3,0,3,6,2,98,2,1
Game_1150,Win,30,Day,ODI,3,1,3,Batting,Srilanka,Rainy,36617,,13,2,17,1,2,6,3,95,4,2
Game_1151,Win,30,Day,ODI,4,1,4,Bowling,Kenya,Rainy,16492,Yes,19,2,8,2,3,6,4,48,3,1
Game_1152,Win,30,Day,T20,3,1,1,Bowling,South Africa,,82852,No,14,3,28,0,3,6,0,73,3,4
Game_1153,Win,30,Day,ODI,3,1,4,Bowling,England,Rainy,76321,No,16,1,16,2,3,13,10,78,2,3
Game_1154,Win,,Day and Night,T20,,1,3,Batting,Zimbabwe,Rainy,20811,No,15,2,10,0,3,6,4,54,3,1
Game_1155,Win,30,Day,ODI,4,1,4,Batting,West Indies,Summer,99925,No,18,3,33,0,3,12,9,72,3,4
Game_1156,Win,30,Day and Night,ODI,3,1,4,Batting,Pakistan,Rainy,38934,No,13,2,12,2,2,6,2,33,3,2
Game_1157,Win,30,Day,T20,2,1,3,Batting,South Africa,Rainy,31759,Yes,22,1,8,0,3,7,6,35,3,2
Game_1158,Win,30,Night,T20,2,1,,Bowling,South Africa,Summer,53494,Yes,13,4,10,0,3,10,0,32,3,3
Game_1159,Win,30,Night,ODI,4,1,1,Bowling,Bangladesh,Winter,125468,No,11,4,,3,3,31,6,98,3,4
Game_1160,Win,30,Day,Test,3,1,4,Batting,Australia,Rainy,36428,No,11,3,13,2,3,6,4,42,2,2
Game_1161,Win,30,Day,Test,2,1,4,Bowling,Australia,Winter,,Yes,11,3,7,4,4,6,3,57,3,1
Game_1162,Loss,30,Day,ODI,4,1,1,Bowling,Srilanka,Summer,19565,Yes,24,3,1,2,1,6,0,87,3,1
Game_1163,Win,30,Day,ODI,2,1,2,Bowling,Kenya,Rainy,17913,Yes,13,4,8,0,3,8,7,61,3,1
Game_1164,Loss,30,Day and Night,ODI,1,1,4,Bowling,Srilanka,Winter,16660,Yes,14,4,3,3,2,6,0,57,2,1
Game_1165,Win,30,Day,ODI,3,1,1,Batting,England,Winter,33355,No,21,3,4,2,4,6,0,55,3,2
Game_1166,Win,30,Day,,1,1,3,Bowling,Pakistan,Rainy,46102,Yes,17,1,17,2,2,16,8,68,3,2
Game_1167,Win,30,Day,T20,4,1,4,Batting,Zimbabwe,Summer,23058,Yes,18,1,3,0,2,6,2,65,2,1
Game_1168,Loss,30,Day,ODI,4,1,2,Batting,Srilanka,Winter,19446,Yes,13,3,10,1,2,7,7,57,1,1
Game_1169,Loss,30,Day,ODI,3,1,4,Bowling,Srilanka,Rainy,16828,Yes,21,4,8,2,1,6,2,70,3,1
Game_1170,Win,30,Day,ODI,3,1,2,Bowling,Srilanka,Winter,14056,No,14,2,1,3,3,6,0,83,3,1
Game_1171,Win,30,Day,T20,2,1,3,Batting,South Africa,Summer,43708,No,17,1,10,0,3,6,4,68,2,2
Game_1172,Win,30,Day,ODI,4,1,3,Bowling,Kenya,Summer,19593,Yes,11,2,6,1,3,6,2,100,2,1
Game_1173,Win,30,Day,ODI,3,1,3,Batting,Pakistan,Winter,73864,Yes,13,4,24,3,3,6,0,37,2,3
Game_1174,Win,30,Day,T20,4,1,2,Bowling,Zimbabwe,Rainy,16303,,15,2,13,0,4,7,7,41,2,1
Game_1175,Win,30,Day,ODI,1,1,4,Batting,Pakistan,Rainy,28098,Yes,25,4,10,2,1,10,6,51,3,2
Game_1176,Win,30,Day,ODI,2,1,1,Batting,Srilanka,,51821,No,11,3,29,3,2,26,9,51,3,3
Game_1177,Win,30,Day,ODI,4,1,4,Bowling,Kenya,Rainy,15813,No,17,1,13,2,2,6,0,51,3,1
Game_1178,Win,,Night,T20,,1,4,Batting,South Africa,Rainy,48524,No,13,4,9,0,2,9,8,45,3,2
Game_1179,Win,30,Day,ODI,4,1,2,Bowling,Kenya,Summer,32746,No,18,3,8,6,3,6,2,65,3,1
Game_1180,Win,30,Day,ODI,3,1,4,Batting,West Indies,Rainy,95074,No,13,2,15,3,3,15,12,80,3,3
Game_1181,Win,30,Night,ODI,3,1,3,Batting,Srilanka,Rainy,16324,No,20,3,5,3,3,6,0,70,2,1
Game_1182,Win,30,Day,T20,4,1,1,Bowling,South Africa,Winter,67935,No,12,2,11,0,2,6,0,67,2,Three
Game_1183,Win,30,Day,ODI,3,1,4,Bowling,Srilanka,Summer,33047,Yes,13,3,,3,3,18,13,59,3,1
Game_1184,Win,30,Day,ODI,4,1,3,Bowling,Srilanka,Summer,17633,No,21,3,16,6,3,11,8,79,3,1
Game_1185,Win,30,Day,ODI,3,1,4,Batting,Pakistan,Rainy,,Yes,11,3,10,2,1,9,7,41,3,2
Game_1186,Win,30,Day and Night,ODI,4,1,4,Bowling,Kenya,Winter,25319,Yes,14,4,3,2,3,6,1,35,3,1
Game_1187,Win,30,Day,ODI,4,1,3,Batting,England,Rainy,47075,No,12,3,8,2,4,8,7,93,3,2
